#Rules created by Clement Jonquet and Mehdi Mirzapour

@CONCEPT_FEATURES|Concept|Negation|Certainty|Temporality|Experiencer

@FEATURE_VALUES|Negation|affirm|negated
@FEATURE_VALUES|Certainty|certain|uncertain
traitement d'|both|pseudo|uncertain|30
traitement de|both|pseudo|uncertain|30
traitement d'un|both|pseudo|uncertain|30
traitement d'une|both|pseudo|uncertain|30
traitement pour|both|pseudo|uncertain|30
soins d'|both|pseudo|uncertain|30
soins de|both|pseudo|uncertain|30
soins d'un|both|pseudo|uncertain|30
soins d'une|both|pseudo|uncertain|30
soins pour|both|pseudo|uncertain|30
cure d'|both|pseudo|uncertain|30
cure de|both|pseudo|uncertain|30
cure d'un|both|pseudo|uncertain|30
cure d'une|both|pseudo|uncertain|30
cure pour|both|pseudo|uncertain|30
intervention d'|both|pseudo|uncertain|30
intervention de|both|pseudo|uncertain|30
intervention d'un|both|pseudo|uncertain|30
intervention d'une|both|pseudo|uncertain|30
intervention pour|both|pseudo|uncertain|30
soin d'|both|pseudo|uncertain|30
soin de|both|pseudo|uncertain|30
soin d'un|both|pseudo|uncertain|30
soin d'une|both|pseudo|uncertain|30
soin pour|both|pseudo|uncertain|30
evenement declencheur d'|forward|termination|negated|10
evenement declencheur de|forward|termination|negated|10
evenement declencheur d'un|forward|termination|negated|10
evenement declencheur d'une|forward|termination|negated|10
evenement declencheur pour|forward|termination|negated|10
episode declencheur d'|forward|termination|negated|10
episode declencheur de|forward|termination|negated|10
episode declencheur d'un|forward|termination|negated|10
episode declencheur d'une|forward|termination|negated|10
episode declencheur pour|forward|termination|negated|10
incident declencheur d'|forward|termination|negated|10
incident declencheur de|forward|termination|negated|10
incident declencheur d'un|forward|termination|negated|10
incident declencheur d'une|forward|termination|negated|10
incident declencheur pour|forward|termination|negated|10
fait declencheur d'|forward|termination|negated|10
fait declencheur de|forward|termination|negated|10
fait declencheur d'un|forward|termination|negated|10
fait declencheur d'une|forward|termination|negated|10
fait declencheur pour|forward|termination|negated|10
dose incertaine|both|pseudo|uncertain|30
mesure incertaine|both|pseudo|uncertain|30
quantite incertaine|both|pseudo|uncertain|30
proportion incertaine|both|pseudo|uncertain|30
dôse incertaine|both|pseudo|uncertain|30
pas clair|forward|trigger|uncertain|30
pas sûr|forward|trigger|uncertain|30
pas certain|forward|trigger|uncertain|30
pas garanti|forward|trigger|uncertain|30
peu probable|backward|trigger|negated|10
peu plausible|backward|trigger|negated|10
sans noter|forward|trigger|negated|10
sans constater|forward|trigger|negated|10
sans relever|forward|trigger|negated|10
sans remarquer|forward|trigger|negated|10
sans observer|forward|trigger|negated|10
aucun indication d'|forward|trigger|negated|10
aucun indication de|forward|trigger|negated|10
aucun indication d'un|forward|trigger|negated|10
aucun indication d'une|forward|trigger|negated|10
aucun avertissement d'|forward|trigger|negated|10
aucun avertissement de|forward|trigger|negated|10
aucun avertissement d'un|forward|trigger|negated|10
aucun avertissement d'une|forward|trigger|negated|10
aucun prescription d'|forward|trigger|negated|10
aucun prescription de|forward|trigger|negated|10
aucun prescription d'un|forward|trigger|negated|10
aucun prescription d'une|forward|trigger|negated|10
aucun directive d'|forward|trigger|negated|10
aucun directive de|forward|trigger|negated|10
aucun directive d'un|forward|trigger|negated|10
aucun directive d'une|forward|trigger|negated|10
aucun annotation d'|forward|trigger|negated|10
aucun annotation de|forward|trigger|negated|10
aucun annotation d'un|forward|trigger|negated|10
aucun annotation d'une|forward|trigger|negated|10
aucun explication d'|forward|trigger|negated|10
aucun explication de|forward|trigger|negated|10
aucun explication d'un|forward|trigger|negated|10
aucun explication d'une|forward|trigger|negated|10
aucun renvoi d'|forward|trigger|negated|10
aucun renvoi de|forward|trigger|negated|10
aucun renvoi d'un|forward|trigger|negated|10
aucun renvoi d'une|forward|trigger|negated|10
aucun information d'|forward|trigger|negated|10
aucun information de|forward|trigger|negated|10
aucun information d'un|forward|trigger|negated|10
aucun information d'une|forward|trigger|negated|10
aucun note d'|forward|trigger|negated|10
aucun note de|forward|trigger|negated|10
aucun note d'un|forward|trigger|negated|10
aucun note d'une|forward|trigger|negated|10
aucun recommandation d'|forward|trigger|negated|10
aucun recommandation de|forward|trigger|negated|10
aucun recommandation d'un|forward|trigger|negated|10
aucun recommandation d'une|forward|trigger|negated|10
aucun critere d'|forward|trigger|negated|10
aucun critere de|forward|trigger|negated|10
aucun critere d'un|forward|trigger|negated|10
aucun critere d'une|forward|trigger|negated|10
aucun notation d'|forward|trigger|negated|10
aucun notation de|forward|trigger|negated|10
aucun notation d'un|forward|trigger|negated|10
aucun notation d'une|forward|trigger|negated|10
aucun suggestion d'|forward|trigger|negated|10
aucun suggestion de|forward|trigger|negated|10
aucun suggestion d'un|forward|trigger|negated|10
aucun suggestion d'une|forward|trigger|negated|10
aucun mention d'|forward|trigger|negated|10
aucun mention de|forward|trigger|negated|10
aucun mention d'un|forward|trigger|negated|10
aucun mention d'une|forward|trigger|negated|10
aucun symptôme d'|forward|trigger|negated|10
aucun symptôme de|forward|trigger|negated|10
aucun symptôme d'un|forward|trigger|negated|10
aucun symptôme d'une|forward|trigger|negated|10
aucune indication d'|forward|trigger|negated|10
aucune indication de|forward|trigger|negated|10
aucune indication d'un|forward|trigger|negated|10
aucune indication d'une|forward|trigger|negated|10
aucune avertissement d'|forward|trigger|negated|10
aucune avertissement de|forward|trigger|negated|10
aucune avertissement d'un|forward|trigger|negated|10
aucune avertissement d'une|forward|trigger|negated|10
aucune prescription d'|forward|trigger|negated|10
aucune prescription de|forward|trigger|negated|10
aucune prescription d'un|forward|trigger|negated|10
aucune prescription d'une|forward|trigger|negated|10
aucune directive d'|forward|trigger|negated|10
aucune directive de|forward|trigger|negated|10
aucune directive d'un|forward|trigger|negated|10
aucune directive d'une|forward|trigger|negated|10
aucune annotation d'|forward|trigger|negated|10
aucune annotation de|forward|trigger|negated|10
aucune annotation d'un|forward|trigger|negated|10
aucune annotation d'une|forward|trigger|negated|10
aucune explication d'|forward|trigger|negated|10
aucune explication de|forward|trigger|negated|10
aucune explication d'un|forward|trigger|negated|10
aucune explication d'une|forward|trigger|negated|10
aucune renvoi d'|forward|trigger|negated|10
aucune renvoi de|forward|trigger|negated|10
aucune renvoi d'un|forward|trigger|negated|10
aucune renvoi d'une|forward|trigger|negated|10
aucune information d'|forward|trigger|negated|10
aucune information de|forward|trigger|negated|10
aucune information d'un|forward|trigger|negated|10
aucune information d'une|forward|trigger|negated|10
aucune note d'|forward|trigger|negated|10
aucune note de|forward|trigger|negated|10
aucune note d'un|forward|trigger|negated|10
aucune note d'une|forward|trigger|negated|10
aucune recommandation d'|forward|trigger|negated|10
aucune recommandation de|forward|trigger|negated|10
aucune recommandation d'un|forward|trigger|negated|10
aucune recommandation d'une|forward|trigger|negated|10
aucune critere d'|forward|trigger|negated|10
aucune critere de|forward|trigger|negated|10
aucune critere d'un|forward|trigger|negated|10
aucune critere d'une|forward|trigger|negated|10
aucune notation d'|forward|trigger|negated|10
aucune notation de|forward|trigger|negated|10
aucune notation d'un|forward|trigger|negated|10
aucune notation d'une|forward|trigger|negated|10
aucune suggestion d'|forward|trigger|negated|10
aucune suggestion de|forward|trigger|negated|10
aucune suggestion d'un|forward|trigger|negated|10
aucune suggestion d'une|forward|trigger|negated|10
aucune mention d'|forward|trigger|negated|10
aucune mention de|forward|trigger|negated|10
aucune mention d'un|forward|trigger|negated|10
aucune mention d'une|forward|trigger|negated|10
aucune symptôme d'|forward|trigger|negated|10
aucune symptôme de|forward|trigger|negated|10
aucune symptôme d'un|forward|trigger|negated|10
aucune symptôme d'une|forward|trigger|negated|10
nul indication d'|forward|trigger|negated|10
nul indication de|forward|trigger|negated|10
nul indication d'un|forward|trigger|negated|10
nul indication d'une|forward|trigger|negated|10
nul avertissement d'|forward|trigger|negated|10
nul avertissement de|forward|trigger|negated|10
nul avertissement d'un|forward|trigger|negated|10
nul avertissement d'une|forward|trigger|negated|10
nul prescription d'|forward|trigger|negated|10
nul prescription de|forward|trigger|negated|10
nul prescription d'un|forward|trigger|negated|10
nul prescription d'une|forward|trigger|negated|10
nul directive d'|forward|trigger|negated|10
nul directive de|forward|trigger|negated|10
nul directive d'un|forward|trigger|negated|10
nul directive d'une|forward|trigger|negated|10
nul annotation d'|forward|trigger|negated|10
nul annotation de|forward|trigger|negated|10
nul annotation d'un|forward|trigger|negated|10
nul annotation d'une|forward|trigger|negated|10
nul explication d'|forward|trigger|negated|10
nul explication de|forward|trigger|negated|10
nul explication d'un|forward|trigger|negated|10
nul explication d'une|forward|trigger|negated|10
nul renvoi d'|forward|trigger|negated|10
nul renvoi de|forward|trigger|negated|10
nul renvoi d'un|forward|trigger|negated|10
nul renvoi d'une|forward|trigger|negated|10
nul information d'|forward|trigger|negated|10
nul information de|forward|trigger|negated|10
nul information d'un|forward|trigger|negated|10
nul information d'une|forward|trigger|negated|10
nul note d'|forward|trigger|negated|10
nul note de|forward|trigger|negated|10
nul note d'un|forward|trigger|negated|10
nul note d'une|forward|trigger|negated|10
aucun douleur|forward|trigger|negated|10
aucun souffrance|forward|trigger|negated|10
aucun mal|forward|trigger|negated|10
aucun supplice|forward|trigger|negated|10
aucun nuisance|forward|trigger|negated|10
aucune douleur|forward|trigger|negated|10
aucune souffrance|forward|trigger|negated|10
aucune mal|forward|trigger|negated|10
aucune supplice|forward|trigger|negated|10
aucune nuisance|forward|trigger|negated|10
nul douleur|forward|trigger|negated|10
nul souffrance|forward|trigger|negated|10
nul mal|forward|trigger|negated|10
nul supplice|forward|trigger|negated|10
nul nuisance|forward|trigger|negated|10
nulle douleur|forward|trigger|negated|10
nulle souffrance|forward|trigger|negated|10
nulle mal|forward|trigger|negated|10
nulle supplice|forward|trigger|negated|10
nulle nuisance|forward|trigger|negated|10
sans douleur|forward|trigger|negated|10
sans souffrance|forward|trigger|negated|10
sans mal|forward|trigger|negated|10
sans supplice|forward|trigger|negated|10
sans nuisance|forward|trigger|negated|10
sans monter|forward|trigger|negated|10
sans elever|forward|trigger|negated|10
sans rehausser|forward|trigger|negated|10
sans relever|forward|trigger|negated|10
sans hausser|forward|trigger|negated|10
sans remonter|forward|trigger|negated|10
sans rehausser|forward|trigger|negated|10
sans intensifier|forward|trigger|negated|10
sans accroitre|forward|trigger|negated|10
sans accentuer|forward|trigger|negated|10
sans amplifier|forward|trigger|negated|10
sans nouveau|forward|trigger|negated|10
sans recent|forward|trigger|negated|10
sans nouvelle|forward|trigger|negated|10
sans recente|forward|trigger|negated|10
sans nouvel|forward|trigger|negated|10
sans avoir|forward|trigger|negated|10
sans certains|forward|trigger|negated|10
sans beaucoup|forward|trigger|negated|10
sans eprouver|forward|trigger|negated|10
sans ressentir|forward|trigger|negated|10
sans sentir|forward|trigger|negated|10
sans souffrir|forward|trigger|negated|10
sans endurer|forward|trigger|negated|10
sans remarquer|forward|trigger|negated|10
sans considerer|forward|trigger|negated|10
sans noter|forward|trigger|negated|10
sans observer|forward|trigger|negated|10
sans constater|forward|trigger|negated|10
sans distinguer|forward|trigger|negated|10
sans decouvrir|forward|trigger|negated|10
sans observer|forward|trigger|negated|10
sans percevoir|forward|trigger|negated|10
sans voir|forward|trigger|negated|10
sans augmentation|forward|trigger|negated|10
sans extension|forward|trigger|negated|10
